id,total_spots,enrolled_students,location,schedule,period,number,teacher_id,subject_code
11975,65,0,ICC ANF.14,235T23,2022.2,2,351,MAT0028
11976,60,0,ICC ANF.13,2N12 35N34,2022.2,3,382,MAT0028
11977,70,0,ICC ANF.14,35N12,2022.2,1,382,MAT0031
11978,70,0,ICC ANF.15,35T45,2022.2,2,385,MAT0031
11979,70,0,ICC ANF.16,35T45,2022.2,3,399,MAT0031
11980,70,0,2T45(ICC ANF. 8) 4T45(ICC ANF. 7),24T45,2022.2,4,384,MAT0031
11981,70,0,ICC ANF.15,24T45,2022.2,5,385,MAT0031
11982,70,0,ICC ANF.15,35N12,2022.2,6,378,MAT0031
11983,70,0,ICC ANF.16,24T45,2022.2,7,387,MAT0031
11984,70,0,ICC ANF.19,24T45,2022.2,8,349,MAT0031
11985,130,0,FGA - SALA S2,35M12,2022.2,9,383,MAT0031
11986,130,0,FGA - SALA S1,46T23,2022.2,10,380,MAT0031
11987,130,0,FGA - SALA S1,24M34,2022.2,11,370,MAT0031
11988,70,0,ICC ANF.15,46M34,2022.2,13,328,MAT0031
11989,70,0,ICC ANF. 2,24T45,2022.2,14,2940,MAT0031
11990,70,0,ICC ANF.19,35T45,2022.2,15,379,MAT0031
11991,51,0,PJC BT 060,35M12,2022.2,1,390,MAT0034
11992,40,0,PAT AT 093,36N12,2022.2,2,363,MAT0034
11993,42,0,ICC ASS 432/10,36M12,2022.2,3,391,MAT0034
11994,60,0,ICC ANF.19,35N12,2022.2,1,92,MAT0038
11995,60,0,ICC ANF. 4,35M34,2022.2,2,393,MAT0038
11996,68,0,ICC ANF. 7,235T45,2022.2,1,328,MAT0039
11997,40,0,ICC B1 244,24M12,2022.2,1,327,MAT0045
11998,40,0,PAT AT 092,3N34 6N12,2022.2,2,378,MAT0045
11999,40,0,ICC ASS 415/10,35M34,2022.2,1,394,MAT0046
12000,70,0,ICC ANF.15,35T23,2022.2,1,329,MAT0053
12001,65,0,ICC ANF. 2,24M12,2022.2,2,332,MAT0053
12002,70,0,ICC ANF.19,35T23,2022.2,3,2946,MAT0053
12003,65,0,ICC ANF.18,35T45,2022.2,4,2946,MAT0053
12004,60,0,ICC ANF. 4,246M34,2022.2,1,395,MAT0059
12005,40,0,ICC BT 102,24T23,2022.2,1,327,MAT0066
12006,43,0,ICC ASS 433/10,235M34,2022.2,1,397,MAT0075
12007,40,0,ICC ASS 433/10,26N12 4N34,2022.2,2,397,MAT0075
12008,46,0,ICC ASS 432/10,235M34,2022.2,3,398,MAT0075
12009,50,0,4M34(ICC ANF.14) 2M34(ICC ASS 402/10),24M34,2022.2,1,330,MAT0076
12010,50,0,PAT AT 013,35T23,2022.2,1,381,MAT0080
12011,50,0,ICC ASS 421/10,24N12,2022.2,1,93,MAT0082
12012,30,0,ICC ASS 421/10,2M34,2022.2,1,364,MAT0087
12013,30,0,ICC ASS 421/10,5N12,2022.2,2,341,MAT0087
12014,20,0,Local à definir.,4M5 4T1,2022.2,3,347,MAT0087
12015,30,0,Local à definir,3M5 3T1,2022.2,4,364,MAT0087
12016,30,0,Local à definir,5M5 5T1,2022.2,6,346,MAT0087
12017,60,0,Local à definir,5T23,2022.2,7,364,MAT0087
12018,40,0,ICC AT - 079/8,35M12,2022.2,1,3027,MAT0107
12019,55,0,ICC ANF.18,2N12 3N34,2022.2,1,340,MAT0111
12020,45,0,ICC ANF.12,24M12,2022.2,1,395,MAT0114
12021,33,0,ICC ASS 457/11,7M12 4N1234,2022.2,1,400,MAT0122
12022,16,0,ICC ASS 415/10,7M2345 5N1234,2022.2,1,401,MAT0124
12023,32,0,ICC ASS 457/11,7M34 3N1234,2022.2,1,388,MAT0129
12024,32,0,ICC ASS 457/11,26T45 4T23,2022.2,1,401,MAT0131
12025,32,0,ICC ASS 457/11,2T23 3T2345,2022.2,1,400,MAT0134
12026,25,0,ICC ASS 421/10,67M1234,2022.2,2,339,MAT0136
12027,25,0,ICC ASS 421/10,67M1234,2022.2,2,326,MAT0136
12029,35,0,ICC BT 143,7M1234 4N12,2022.2,2,346,MAT0137
12030,35,0,ICC BT 048,246M5 246T1,2022.2,3,363,MAT0137
12031,35,0,ICC B1 244,7M1234 4N12,2022.2,4,363,MAT0137
12032,35,0,ICC BT 102,246M5 246T1,2022.2,5,342,MAT0137
12033,35,0,ICC AT 104,7M1234 4N12,2022.2,6,342,MAT0137
12034,35,0,ICC BT 143,246M5 246T1,2022.2,7,386,MAT0137
12035,35,0,ICC AT 086,7M1234 4N12,2022.2,9,386,MAT0137
12036,15,0,BSA N A1 07/19,35M12,2022.2,1,420,SOL0004
12037,20,0,PJC BT 093,6M1234,2022.2,1,3013,SOL0023
12038,40,0,PJC BT 148,35T45,2022.2,1,414,SOL0024
12039,40,0,PJC BT 132,35T45,2022.2,1,410,SOL0027
12040,45,0,PJC BT 108,35T23,2022.2,1,404,SOL0030
12041,10,0,Seminários,7T2345,2022.2,1,418,SOL0032
12042,20,0,PJC BT 069,6T2345,2022.2,1,406,SOL0037
12043,1,1,Trabalho de Conclusão de Curso,56N1234,2022.2,1,407,SOL0039
12044,1,0,Trabalho de Conclusão de Curso,56N1234,2022.2,2,422,SOL0039
12045,1,0,Trabalho de Conclusão de Curso,56N1234,2022.2,3,3029,SOL0039
12046,3,0,Trabalho de Conclusão de Curso,56N1234,2022.2,4,404,SOL0039
12047,1,0,Trabalho de Conclusão de Curso,56N1234,2022.2,5,409,SOL0039
12048,1,0,Trabalho de Conclusão de Curso,56N34 7N1234,2022.2,7,411,SOL0039
12049,1,0,Trabalho de Conclusão de Curso,56N1234,2022.2,8,405,SOL0039
12050,2,0,Trabalho de Conclusão de Curso,56N1234,2022.2,9,403,SOL0039
12051,1,0,Trabalho de Conclusão de Curso,56N34 7N1234,2022.2,10,414,SOL0039
12052,1,1,Trabalho de Conclusão de Curso,56N1234,2022.2,11,430,SOL0039
12053,1,0,Trabalho de Conclusão de Curso,56N1234,2022.2,12,429,SOL0039
12054,2,0,Trabalho de Conclusão de Curso,56N1234,2022.2,13,416,SOL0039
12055,1,0,Trabalho de Conclusão de Curso,56N1234,2022.2,14,406,SOL0039
12056,1,0,Trabalho de Conclusão de Curso,56N1234,2022.2,15,418,SOL0039
12057,1,0,Trabalho de Conclusão de Curso,56N1234,2022.2,16,415,SOL0039
12058,1,0,Trabalho de Conclusão de Curso,56N1234,2022.2,17,419,SOL0039
12059,1,0,Trabalho de Conclusão de Curso,56N34 7N1234,2022.2,20,423,SOL0039
12060,4,0,Trabalho de Conclusão de Curso,56N34 7N234,2022.2,23,420,SOL0039
12061,1,0,Trabalho de Conclusão de Curso,56N34 7N1234,2022.2,24,410,SOL0039
12062,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,1,407,SOL0041
12063,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,2,408,SOL0041
12064,1,1,Trabalho de Conclusão de Curso,7T56 7N1234,2022.2,3,413,SOL0041
12065,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,4,404,SOL0041
12066,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,5,409,SOL0041
12067,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,6,410,SOL0041
12068,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,8,405,SOL0041
12069,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,9,403,SOL0041
12070,1,0,Trabalho de Conclusão de Curso,234N34,2022.2,10,414,SOL0041
12071,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,11,430,SOL0041
12072,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,12,429,SOL0041
12073,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,13,416,SOL0041
12074,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,14,406,SOL0041
12075,3,0,Trabalho de Conclusão de Curso,23N234,2022.2,15,418,SOL0041
12076,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,16,415,SOL0041
12077,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,17,419,SOL0041
12078,2,0,Trabalho de Conclusão de Curso,23N234,2022.2,18,420,SOL0041
12079,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,19,422,SOL0041
12080,1,0,Trabalho de Conclusão de Curso,23N234,2022.2,20,423,SOL0041
12081,45,0,BSA S B1 47/13,35M34,2022.2,1,410,SOL0042
12082,55,0,CET módulo B Sala 5,35M34,2022.2,2,419,SOL0042
12083,100,0,ICC ANF. 2,35T45,2022.2,3,424,SOL0042
12084,100,0,ICC ANF. 2,35T23,2022.2,4,411,SOL0042
12085,100,0,ICC ANF. 5,24N12,2022.2,5,428,SOL0042
12086,100,0,BSA N AT 09/41,35T45,2022.2,6,431,SOL0042
12087,100,0,ICC ANF. 2,35M34,2022.2,7,426,SOL0042
12088,100,0,ICC ANF. 6,24N12,2022.2,8,3030,SOL0042
12089,101,0,ICC ANF. 2,35N12,2022.2,9,411,SOL0042
12090,100,0,ICC ANF. 6,35T23,2022.2,10,426,SOL0042
12091,100,0,ICC ANF.18,24M12,2022.2,11,425,SOL0042
12092,100,0,BSA N AT 09/41,24T45,2022.2,12,427,SOL0042
12093,60,0,BSA N A1 22/4,356N12,2022.2,1,3031,SOL0044
12094,70,0,BSA N A1 29/41,7M12 35T23,2022.2,2,429,SOL0044
12095,40,0,ICC BT 620,35M34,2022.2,1,415,SOL0058
12096,20,0,PJC BT 036,6M1234 2345T1,2022.2,1,409,SOL0062
12097,60,0,BSA S B1 26/10,25T45,2022.2,1,3031,SOL0087
12098,40,0,PJC BT 148,35T6 35N1,2022.2,1,424,SOL0091
12099,40,0,PJC BT 053,7M12 35T23,2022.2,1,405,SOL0097
12100,40,0,CET módulo B Sala 5,247M34,2022.2,2,3030,SOL0097
12101,25,0,PJC BT 061,7M12 35T23,2022.2,1,407,SOL0098
12102,40,0,PJC BT 133,35T6 35N1,2022.2,1,414,SOL0101
12103,40,0,PJC BT 101,35M12 7M34,2022.2,1,425,SOL0103
12104,20,0,Aguardando alocação de sala,357M34,2022.2,1,430,SOL0104
12105,20,0,PJC BT 133,357T45,2022.2,1,404,SOL0105
12106,40,0,PJC BT 132,4M1234,2022.2,1,416,SOL0110
12107,11,0,.,5M1234 2346T1,2022.2,1,422,SOL0122
12108,20,0,PJC BT 117,6T2345,2022.2,1,406,SOL0124
12109,40,0,PJC BT 100,35M12,2022.2,1,403,SOL0130
12110,40,0,PJC BT 085,24M34,2022.2,2,403,SOL0130
12111,10,0,PAT AT 044,23456M5 6T2345 (25/10/2022 - 18/02/2023),2022.2,1,416,SOL0132
12112,40,0,PJC BT 076,35T45,2022.2,1,409,SOL0133
12113,43,0,PJC BT 140,35T45 (25/10/2022 - 18/02/2023),2022.2,1,429,SOL0135
12114,40,0,PJC BT 101,35T23,2022.2,1,430,SOL0136
12115,46,0,BSA N A1 58/41,35T45,2022.2,1,404,SOL0301
12116,41,0,5M34(BSA N AT 09/41) 3M34(BSA S A1 16/22),35M34,2022.2,2,430,SOL0301
12117,3,0,Darcy Ribeiro,5T56,2022.2,1,433,ADM0002
12118,6,0,Darcy Ribeiro,6T6 6N1,2022.2,2,432,ADM0002
12119,35,0,PAT AT 013,24T6,2022.2,4,435,ADM0002
12120,6,0,Darcy Ribeiro,3M5 3T1,2022.2,5,436,ADM0002
12121,52,0,PJC BT 060,5N34,2022.2,1,437,ADM0004
12122,52,0,PJC BT 068,24N34,2022.2,1,470,ADM0006
12123,50,0,PJC BT 124,24M34,2022.2,1,489,ADM0008
12124,54,0,ICC BT 620,24N12,2022.2,1,3032,ADM0010
12125,52,0,PJC BT 020,6N1234,2022.2,1,440,ADM0012
12126,51,0,BSA N A1 22/4,35M34,2022.2,2,442,ADM0014
12127,50,0,PJC BT 053,24N12,2022.2,3,443,ADM0014
12128,50,0,PJC BT 124,35N12,2022.2,1,445,ADM0017
12129,50,0,PJC BT 020,6T45,2022.2,1,446,ADM0020
12130,50,0,PJC BT 021,35N12,2022.2,1,447,ADM0021
12131,51,0,PJC BT 029,35T45,2022.2,2,447,ADM0021
12132,52,0,3T23(BSA N AT 39/41) 5T23(BSA N A1 39/41),35T23,2022.2,1,3033,ADM0023
12133,50,0,PJC BT 060,24N12,2022.2,2,449,ADM0023
12134,53,0,sala de aula modulo d,4T2345,2022.2,3,451,ADM0023
12135,52,0,BSA N AT 09/41,35N12,2022.2,4,452,ADM0023
12136,52,0,BSA N AT 49/41,35M34,2022.2,5,453,ADM0023
12137,52,0,BSA N AT 09/41,35N34,2022.2,6,454,ADM0023
12138,50,0,PJC BT 036,35M34,2022.2,7,455,ADM0023
12139,92,0,BSA N A1 22/4,7M1234,2022.2,8,456,ADM0023
12140,80,0,4N34(BSA N A1 58/41) 2N34(BSA N A1 39/41),24N34,2022.2,10,441,ADM0023
12141,60,0,BSA N A1 49/41,24M34,2022.2,11,444,ADM0023
12142,61,0,BSA N AT 49/41,35N34,2022.2,12,455,ADM0023
12143,40,0,"A1 19/63 – UAC, FUP",4N1234,2022.2,13,458,ADM0023
12144,52,0,PJC BT 053,35M12,2022.2,14,3034,ADM0023
12145,51,0,PJC BT 029,35M34,2022.2,15,441,ADM0023
12146,52,0,PJC BT 053,35M34,2022.2,1,460,ADM0035
12147,63,0,BSA N A1 49/41,24N12,2022.2,2,459,ADM0035
12148,52,0,PJC BT 021,24M34,2022.2,1,462,ADM0041
12149,52,0,PJC BT 029,35N12,2022.2,2,461,ADM0041
12150,50,0,PJC BT 021,24M12,2022.2,3,462,ADM0041
12151,51,0,BSA N AT 09/41,35M12,2022.2,1,463,ADM0047
12152,45,0,Laboratório ADM,24N12,2022.2,2,464,ADM0047
12153,45,0,Laboratório ADM,24T45,2022.2,3,464,ADM0047
12154,50,0,PJC BT 020,24M34,2022.2,1,465,ADM0052
12155,50,0,PJC BT 012,24T45,2022.2,2,465,ADM0052
12156,52,0,BSA N AT 09/41,24N34,2022.2,3,466,ADM0052
12157,52,0,PJC BT 021,24N12,2022.2,4,467,ADM0052
12158,57,0,BSA N A1 49/41,35N12,2022.2,1,441,ADM0061
12159,50,0,PJC BT 012,35M34,2022.2,2,471,ADM0061
12160,51,0,PJC BT 012,24M12,2022.2,1,469,ADM0064
12161,50,0,PJC BT 036,24N12,2022.2,2,470,ADM0064
12162,51,0,BSA N AT 09/41,24N12,2022.2,1,466,ADM0068
12163,50,0,PJC BT 116,35N12,2022.2,1,3035,ADM0087
12164,50,0,PJC BT 029,35M12,2022.2,1,471,ADM0092
12165,57,0,PJC BT 012,6T2345,2022.2,2,472,ADM0092
12166,50,0,BSAN N AI 19/41,35N12,2022.2,2,454,ADM0157
12167,50,0,PJC BT 061,24N12,2022.2,3,475,ADM0157
12168,50,0,PJC BT 012,35T23,2022.2,4,474,ADM0157
12169,50,0,PJC BT 076,24N34,2022.2,1,476,ADM0162
12170,50,0,PJC BT 076,24N34,2022.2,1,477,ADM0162
12171,50,0,PJC BT 101,35T45,2022.2,2,474,ADM0162
12172,50,0,PJC BT 076,6M1234,2022.2,3,490,ADM0162
12173,25,0,Laboratório ADM,35T45,2022.2,4,479,ADM0162
12174,50,0,PJC BT 020,35M12,2022.2,1,480,ADM0187
12175,52,0,BSA N A1 60/09,35M5 35T1,2022.2,2,481,ADM0187
12176,50,0,PJC BT 020,24T45,2022.2,4,482,ADM0187
12177,57,0,BSA N AT 58/41,24N34,2022.2,1,467,ADM0190
12178,54,0,BSA N A1 49/41,35M34,2022.2,2,481,ADM0190
12179,50,0,PJC BT 021,35M12,2022.2,3,3036,ADM0190
12180,50,0,PJC BT 020,35M34,2022.2,1,480,ADM0192
12181,50,0,PJC BT 029,24N12,2022.2,2,483,ADM0192
12182,50,0,PJC BT 020,24N34,2022.2,3,483,ADM0192
12183,50,0,PJC BT 021,35T45,2022.2,4,434,ADM0192
12184,50,0,PJC BT 012,7M1234,2022.2,5,484,ADM0192
12185,50,0,PJC BT 012,35N12,2022.2,6,434,ADM0192
12186,50,0,PJC BT 021,35M34,2022.2,1,3037,ADM0198
12187,50,0,PJC BT 020,35N12,2022.2,2,479,ADM0198
12188,50,0,PJC BT 021,24N34,2022.2,3,449,ADM0198
12189,51,0,PJC BT 012,35N34,2022.2,4,445,ADM0198
12190,53,0,ICC ANF.12,35M12,2022.2,1,453,ADM0214
12191,62,0,ICC ANF.12,35N12,2022.2,2,485,ADM0214
12192,55,0,ICC ANF.12,35T45,2022.2,3,452,ADM0214
12193,50,0,PJC BT 100,35T23,2022.2,1,493,ADM0219
12194,50,0,PJC BT 147,35M12,2022.2,1,486,ADM0228
12195,51,0,PJC BT 012,6N1234,2022.2,1,488,ADM0231
12196,51,0,PJC BT 021,24T45,2022.2,2,436,ADM0231
12197,56,0,BSA N AT 58/41,35N12,2022.2,1,437,ADM0244
12198,53,0,PJC BT 061,35N34,2022.2,1,461,ADM0258
12199,3,0,Darcy Ribeiro,35M5 35T1,2022.2,3,470,ADM0273
12200,2,0,Darcy Ribeiro,24M5 24T1,2022.2,4,474,ADM0273
12201,2,0,Darcy Ribeiro,23M5 23T1,2022.2,5,440,ADM0273
12202,4,0,Darcy Ribeiro,35M5 35T1,2022.2,6,438,ADM0273
12203,2,0,Darcy Ribeiro,24M5 24T1,2022.2,7,478,ADM0273
12204,2,0,Darcy Ribeiro,24M5 24T1,2022.2,8,469,ADM0273
12205,3,0,Darcy Ribeiro,24M5 24T1,2022.2,12,491,ADM0273
12206,4,0,Darcy Ribeiro,46M5 46T1,2022.2,13,505,ADM0273
12207,5,0,Darcy Ribeiro,7M345 7T1,2022.2,16,447,ADM0273
12208,3,0,Darcy Ribeiro,35M5 35T1,2022.2,17,487,ADM0273
12209,4,0,Darcy Ribeiro,24M5 24T1,2022.2,18,436,ADM0273
12210,4,0,Darcy Ribeiro,24M5 24T1,2022.2,19,485,ADM0273
12211,4,0,Darcy Ribeiro,35M5 35T1,2022.2,21,465,ADM0273
12212,4,0,Darcy Ribeiro,35M5 35T1,2022.2,22,433,ADM0273
12213,4,0,Darcy Ribeiro,46M5 46T1,2022.2,23,445,ADM0273
12214,4,0,Darcy Ribeiro,35M5 35T1,2022.2,25,475,ADM0273
12215,4,0,Darcy Ribeiro,35M5 35T1,2022.2,27,471,ADM0273
12216,4,0,Darcy Ribeiro,24M5 24T1,2022.2,28,463,ADM0273
12217,5,0,Darcy Ribeiro,24M5 24T1,2022.2,29,481,ADM0273
12218,7,0,Darcy Ribeiro,24M5 24T1,2022.2,30,442,ADM0273
12219,5,0,Darcy Ribeiro,24M5 24T1,2022.2,31,466,ADM0273
12220,5,0,Darcy Ribeiro,24M5 24T1,2022.2,33,464,ADM0273
12221,6,0,Darcy Ribeiro,35M5 35T1,2022.2,35,444,ADM0273
12222,6,0,Darcy Ribeiro,24M5 24T1,2022.2,36,435,ADM0273
12223,6,0,Darcy Ribeiro,67M5 67T1,2022.2,37,479,ADM0273
12224,6,0,Darcy Ribeiro,67M5 67T1,2022.2,37,496,ADM0273
12225,7,0,Darcy Ribeiro,35M5 35T1,2022.2,38,449,ADM0273
12226,10,0,Darcy Ribeiro,24M5 24T1,2022.2,39,441,ADM0273
12227,3,0,Darcy Ribeiro,24M5 24T1,2022.2,40,432,ADM0273
12228,5,0,Darcy Ribeiro,2M5 2T123,2022.2,42,479,ADM0273
12229,5,0,Darcy Ribeiro,2M5 2T123,2022.2,42,499,ADM0273
12230,5,0,darcy ribeiro,67T12,2022.2,43,500,ADM0273
12231,4,0,Darcy Ribeiro,57M5 57T1,2022.2,44,495,ADM0273
12232,2,0,Darcy Ribeiro,35M5 35T1,2022.2,45,486,ADM0273
12233,3,0,Darcy Ribeiro,24M5 24T1,2022.2,46,473,ADM0273
12234,4,0,Darcy Ribeiro,24M5 24T1,2022.2,47,437,ADM0273
12235,4,0,Darcy Ribeiro,24M5 24T1,2022.2,49,459,ADM0273
12236,5,0,Darcy Ribeiro,67M5 67T1,2022.2,51,494,ADM0273
12237,5,0,Darcy Ribeiro,35M5 35T1,2022.2,52,502,ADM0273
12238,5,0,Darcy Ribeiro,24M5 24T1,2022.2,53,501,ADM0273
12239,3,0,Darcy Ribeiro,35M5 35T1,2022.2,55,453,ADM0273
12240,3,0,Darcy Ribeiro,35M5 35T1,2022.2,56,476,ADM0273
12241,6,0,Darcy Ribeiro,24M5 24T1,2022.2,1,471,ADM0297
12242,7,0,Darcy Ribeiro,24M5 24T1,2022.2,2,487,ADM0297
12243,2,0,Darcy Ribeiro,35M5 35T1,2022.2,7,478,ADM0297
12244,2,0,Darcy Ribeiro,24M5 24T1,2022.2,9,482,ADM0297
12245,5,0,Darcy Ribeiro,35M5 35T1,2022.2,10,479,ADM0297
12246,5,0,Darcy Ribeiro,35M5 35T1,2022.2,10,496,ADM0297
12247,3,0,Darcy Ribeiro,24M5 24T1,2022.2,11,470,ADM0297
12248,3,0,Darcy Ribeiro,35T56,2022.2,14,485,ADM0297
12249,4,0,Darcy Ribeiro,6M5 6T123,2022.2,15,481,ADM0297
12250,5,0,Darcy Ribeiro,56M5 56T1,2022.2,16,436,ADM0297
12251,3,0,Darcy Ribeiro,35M5 35T1,2022.2,17,491,ADM0297
12252,3,0,Darcy Ribeiro,35M5 35T1,2022.2,18,447,ADM0297
12253,5,0,Darcy Ribeiro,24M5 24T1,2022.2,19,433,ADM0297
12254,4,0,Darcy Ribeiro,35M5 35T1,2022.2,20,472,ADM0297
12255,4,0,Darcy Ribeiro,24M5 24T1,2022.2,21,451,ADM0297
12256,5,0,Darcy Ribeiro,35M5 35T1,2022.2,22,500,ADM0297
12257,4,0,Darcy Ribeiro,24M5 24T1,2022.2,23,475,ADM0297
12258,10,0,Darcy Ribeiro,35M5 35T1,2022.2,27,434,ADM0297
12259,5,0,Darcy Ribeiro,6M5 6T123,2022.2,28,489,ADM0297
12260,5,0,Darcy Ribeiro,35M5 35T1,2022.2,29,461,ADM0297
12261,5,0,Darcy Ribeiro,35M5 35T1,2022.2,30,445,ADM0297
12262,5,0,Darcy Ribeiro,35M5 35T1,2022.2,31,442,ADM0297
12263,6,0,Darcy Ribeiro,24M5 24T1,2022.2,32,449,ADM0297
12264,6,0,Darcy Ribeiro,24M5 24T1,2022.2,33,472,ADM0297
12265,6,0,Darcy Ribeiro,67M5 67T1,2022.2,34,432,ADM0297
12266,2,0,Darcy Ribeiro,46M5 46T1,2022.2,35,440,ADM0297
12267,6,0,Darcy Ribeiro,24M5 24T1,2022.2,36,444,ADM0297
12268,3,0,Darcy Ribeiro,35M5 35T1,2022.2,37,464,ADM0297
12269,8,0,Darcy Ribeiro,24M5 24T1,2022.2,38,460,ADM0297
12270,10,0,Local à definir.,35M5 35T1,2022.2,39,435,ADM0297
12271,25,0,Darcy Ribeiro,35M5 35T1,2022.2,40,441,ADM0297
12272,5,0,Darcy Ribeiro,35M5 35T1,2022.2,41,459,ADM0297
12273,5,0,Darcy Ribeiro,35M5 35T1,2022.2,42,505,ADM0297
12274,4,0,Darcy Ribeiro,24M5 24T1,2022.2,43,2191,ADM0297
12275,5,0,Darcy Ribeiro,67M5 67T1,2022.2,46,497,ADM0297
12276,5,0,Darcy Ribeiro,67M5 67T1,2022.2,48,463,ADM0297
12277,5,0,Darcy Ribeiro,35M5 35T1,2022.2,50,483,ADM0297
12278,5,0,Darcy Ribeiro,35M5 35T1,2022.2,52,452,ADM0297
12279,5,0,Darcy Ribeiro,24M5 24T1,2022.2,54,496,ADM0297
12280,3,0,Darcy Ribeiro,24M5 24T1,2022.2,55,434,ADM0297
12281,5,0,Darcy Ribeiro,24M5 24T1,2022.2,56,462,ADM0297
12282,5,0,Darcy Ribeiro,35M5 35T1,2022.2,57,3033,ADM0297
12283,5,0,Darcy Ribeiro,24M5 24T1,2022.2,58,495,ADM0297
12284,3,0,Darcy Ribeiro,24M5 24T1,2022.2,59,453,ADM0297
12285,3,0,Darcy Ribeiro,35M5 35T1,2022.2,60,498,ADM0297
12286,5,0,Darcy Ribeiro,24M5 24T1,2022.2,61,476,ADM0297
12287,50,0,PJC BT 020,6M1234,2022.2,1,433,ADM0298
12288,50,0,PJC BT 020,24M12,2022.2,2,456,ADM0298
12289,51,0,ICC BT 620,24N34,2022.2,3,475,ADM0298
12290,50,0,PJC BT 125,24M34,2022.2,1,438,ADM0300
12291,50,0,PJC BT 100,35T45,2022.2,1,493,ADM0301
12292,50,0,PAT AT 142,35M34,2022.2,2,486,ADM0304
12293,50,0,ICC BT 552,35M34,2022.2,1,463,ADM0307
12294,56,0,BSA N AT 60/41,7M1234,2022.2,1,505,ADM0308
12295,50,0,PJC BT 133,35M12,2022.2,2,460,ADM0308
12296,50,0,PJC BT 012,6M12,2022.2,2,3038,ADM0311
12297,61,0,BSA N AT 09/41,3M34,2022.2,1,451,ADM0315
12298,63,0,BSA N A1 39/41,4N34,2022.2,2,459,ADM0315
12299,70,0,BSA N A1 19/41,24T6,2022.2,1,441,ADM0316
12300,70,0,BSA N A1 19/41,24T6,2022.2,1,471,ADM0316
12301,50,0,PJC BT 029,7M12,2022.2,2,507,ADM0316
12302,50,0,PJC BT 012,2M5 2T1,2022.2,4,3033,ADM0316
12303,50,0,PJC BT 060,3N34,2022.2,5,437,ADM0316
12304,50,0,PAT AT 012,5M34,2022.2,6,451,ADM0316
12305,30,0,PJC BT 036,2T45,2022.2,7,483,ADM0316
12306,50,0,PJC BT 053,6M1234,2022.2,1,453,ADM0317
12307,51,0,PJC BT 021,7M1234,2022.2,2,472,ADM0317
12308,50,0,PJC BT 060,6M1234,2022.2,1,491,ADM0318
12309,53,0,BSA N A1 58/41,35N12,2022.2,1,510,ADM0320
12310,54,0,PJC BT 020,35N34,2022.2,2,510,ADM0320
12311,52,0,PJC BT 036,35M12,2022.2,3,442,ADM0320
12312,50,0,PJC BT 100,24M12,2022.2,1,500,ADM0321
12313,51,0,PJC BT 068,6M1234,2022.2,1,432,ADM0322
12314,30,0,PJC BT 101,46M34,2022.2,1,512,DAN0010
12315,30,0,PAT AT 132,6M1234,2022.2,1,524,DAN0012
12316,30,0,ICC AT 133/7,4M1234,2022.2,1,518,DAN0013
12317,30,0,PAT AT 132,35M12,2022.2,1,513,DAN0018
12318,50,0,BSA N A1 29/41,24T23,2022.2,1,514,DAN0022
12319,56,0,BSA N A1 22/4,35M12,2022.2,2,527,DAN0022
12320,45,0,PJC BT 019,46M34,2022.2,3,515,DAN0022
12321,50,0,PJC BT 124,24M12,2022.2,4,514,DAN0022
12322,51,0,ICC ANF.19,46T23,2022.2,5,513,DAN0022
12323,50,0,PJC BT 147,24N12,2022.2,6,524,DAN0022
12324,50,0,BSA N A1 58/41,2N1234,2022.2,7,516,DAN0022
12325,51,0,BSA N A1 19/41,2N1234,2022.2,8,527,DAN0022
12326,45,0,BSA N A1 09/41,35T23,2022.2,9,516,DAN0022
12327,62,0,BSA N A1 49/41,35M12,2022.2,10,3039,DAN0022
12328,30,0,PJC BT 092,246T45,2022.2,1,3040,DAN0040
12329,40,0,PJC BT 117,24T23,2022.2,1,2839,DAN0041
12330,40,0,PJC BT 117,24T23,2022.2,1,523,DAN0041
12331,40,0,PJC BT 036,35T23,2022.2,2,519,DAN0041
12332,40,0,PJC BT 061,35T45,2022.2,3,519,DAN0041
12333,45,0,PJC BT 117,35M34,2022.2,4,517,DAN0041
12334,45,0,PJC BT 028,35T23,2022.2,1,2844,DAN0042
12335,45,0,PJC BT 060,35M34,2022.2,2,2842,DAN0042
12336,36,0,PAT AT 076,24T45,2022.2,1,2843,DAN0043
12337,37,0,PAT AT 085,24T23,2022.2,1,2843,DAN0047
12338,30,0,PAT AT 156,46M34,2022.2,1,513,DAN0052
12339,30,0,PAT AT 125,3M1234,2022.2,1,523,DAN0053
12340,30,0,PAT AT 125,3M1234,2022.2,1,2839,DAN0053
