turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_depto
A,2022.1,Rinaldo Eduardo Machado De Oliveira,2T2345 (06/06/2022 - 24/09/2022),0,17.0,Faculdade de Ceilândia,PPGCR3465,897
A,2022.1,Margo Gomes De Oliveira Karnikowski,2T2345 (06/06/2022 - 24/09/2022),0,17.0,Faculdade de Ceilândia,PPGCR3465,897
A,2022.1,Rita De Cassia Marqueti Durigan,2M5 2T1,0,20.0,A1 12/66,PPGCR3468,897
A,2022.1,Izabel Cristina Rodrigues Da Silva,7N34 (06/06/2022 - 24/09/2022),0,3.0,A definir,PPGCTS0024,897
B,2022.1,Dayani Galato,7T23,0,3.0,,PPGCTS0024,897
C,2022.1,Eliana Fortes Gris,7M12,0,2.0,,PPGCTS0024,897
D,2022.1,Antonia De Jesus Angulo Tuesta,7M12,0,1.0,,PPGCTS0024,897
E,2022.1,Silvana Schwerz Funghetto,7M12 (06/06/2022 - 24/09/2022),0,5.0,FCE,PPGCTS0024,897
F,2022.1,Jorge Luis Lopes Zeredo,2T67 2N12,0,1.0,,PPGCTS0024,897
G,2022.1,Leonardo Petrus Da Silva Paz,2T67 2N12,0,2.0,,PPGCTS0024,897
H,2022.1,Daniela Castilho Orsi,7M12,0,1.0,,PPGCTS0024,897
I,2022.1,Vera Regina Fernandes Da Silva Maraes,7M34,0,2.0,,PPGCTS0024,897
A,2022.1,Izabel Cristina Rodrigues Da Silva,7M34,0,3.0,,PPGCTS0025,897
B,2022.1,Everton Nunes Da Silva,7M34,0,1.0,,PPGCTS0025,897
C,2022.1,Dayani Galato,7M12,0,3.0,,PPGCTS0025,897
D,2022.1,Eliana Fortes Gris,7M34,0,1.0,,PPGCTS0025,897
E,2022.1,Mani Indiana Funez,7M34,0,1.0,,PPGCTS0025,897
F,2022.1,Jorge Luis Lopes Zeredo,3T67 3N12,0,1.0,,PPGCTS0025,897
H,2022.1,Daniela Castilho Orsi,7M34,0,1.0,,PPGCTS0025,897
A,2022.1,Everton Nunes Da Silva,2M34,0,20.0,A1 12/66,PPGCTS0118,897
A,2022.1,Emilia Vitoria Da Silva,4M12 (06/06/2022 - 24/09/2022),0,10.0,A1 12/66,PPGCTS0120,897
A,2022.1,Dayani Galato,4M12 (06/06/2022 - 24/09/2022),0,10.0,A1 12/66,PPGCTS0120,897
A,2022.1,Eliana Fortes Gris,4M12 (06/06/2022 - 24/09/2022),0,10.0,A1 12/66,PPGCTS0120,897
A,2022.1,Diana Lucia Moura Pinho,6M12,0,12.0,A1 12/66,PPGCTS0121,897
A,2022.1,Silvana Schwerz Funghetto,6M12,0,12.0,A1 12/66,PPGCTS0121,897
A,2022.1,Diego Madureira De Oliveira,4T45 (06/06/2022 - 24/09/2022),0,20.0,A1 12/66,PPGCTS2801,897
A,2022.1,Jorge Luis Lopes Zeredo,4T45 (06/06/2022 - 24/09/2022),0,20.0,A1 12/66,PPGCTS2801,897
A,2022.1,Izabel Cristina Rodrigues Da Silva,7N12 (06/06/2022 - 24/09/2022),0,3.0,A definir,PPGCTS2895,897
B,2022.1,Dayani Galato,7M12,0,3.0,,PPGCTS2895,897
C,2022.1,Diana Lucia Moura Pinho,7M34,0,1.0,,PPGCTS2895,897
D,2022.1,Mani Indiana Funez,7M12,0,1.0,,PPGCTS2895,897
E,2022.1,Vanessa Resende Nogueira Cruvinel,7M34,0,2.0,,PPGCTS2895,897
F,2022.1,Leonardo Petrus Da Silva Paz,2M12,0,2.0,,PPGCTS2895,897
G,2022.1,Everton Nunes Da Silva,7M12 (06/06/2022 - 24/09/2022),0,2.0,PPG,PPGCTS2895,897
H,2022.1,Marcelo Henrique Sousa,7M12,0,1.0,,PPGCTS2895,897
I,2022.1,Margo Gomes De Oliveira Karnikowski,7N12 (06/06/2022 - 24/09/2022),0,2.0,A definir,PPGCTS2895,897
J,2022.1,Vera Regina Fernandes Da Silva Maraes,7M12,0,2.0,,PPGCTS2895,897
K,2022.1,Silvana Schwerz Funghetto,7T23,0,7.0,,PPGCTS2895,897
1,2022.1,Izabel Cristina Rodrigues Da Silva,"7M12345 7T23456 (03/09/2022 - 03/09/2022), 7M12345 7T23456 (17/09/2022 - 17/09/2022), 7M12345 7T23456 (01/10/2022 - 01/10/2022)",0,26.0,Local à definir.,PPG0026,906
1,2022.1,Tais Gratieri,"7M12345 7T23456 (04/03/2023 - 04/03/2023), 7M12345 7T23456 (18/03/2023 - 18/03/2023), 7M12345 7T23456 (01/04/2023 - 01/04/2023)",0,26.0,Local à definir.,PPG0027,906
1,2022.1,Camila Alves Areda,"7M12345 7T23456 (03/06/2023 - 03/06/2023), 7M12345 (10/06/2023 - 10/06/2023)",0,26.0,Local à definir.,PPG0028,906
1,2022.1,Camila Alves Areda,"7M12345 7T23456 (27/05/2023 - 27/05/2023), 7M12345 (10/06/2023 - 10/06/2023)",0,26.0,Local à definir.,PPG0029,906
1,2022.1,Marcilio Sergio Soares Da Cunha Filho,"7M12345 7T23456 (05/03/2022 - 05/03/2022), 7T23456 (26/03/2022 - 26/03/2022)",0,26.0,Local à definir.,PPG0030,906
1,2022.1,Livia Cristina Lira De Sa Barreto,"7M12345 7T23456 (14/05/2022 - 14/05/2022), 7M12345 (28/05/2022 - 28/05/2022), 7M12345 7T23456 (11/06/2022 - 11/06/2022), 7M12345 (09/07/2022 - 09/07/2022)",0,26.0,Local à definir.,PPG0031,906
1,2022.1,Marcilio Sergio Soares Da Cunha Filho,"7M12345 7T23456 (14/05/2022 - 14/05/2022), 7M12345 (28/05/2022 - 28/05/2022), 7M12345 7T23456 (11/06/2022 - 11/06/2022), 7M12345 (09/07/2022 - 09/07/2022)",0,26.0,Local à definir.,PPG0031,906
1,2022.1,Tais Gratieri,"7M12345 7T23456 (22/01/2022 - 22/01/2022), 7M12345 7T23456 (05/02/2022 - 05/02/2022), 7M12345 7T23456 (09/07/2022 - 09/07/2022), 7M12345 7T23456 (12/11/2022 - 12/11/2022), 7M12345 (26/11/2022 - 26/11/2022)",0,26.0,Local à definir.,PPG0032,906
1,2022.1,Tais Gratieri,"7M12345 7T23456 (25/06/2022 - 25/06/2022), 7M12345 7T23456 (23/07/2022 - 23/07/2022), 7M12345 (20/08/2022 - 20/08/2022), 7M12345 7T23456 (10/12/2022 - 10/12/2022), 7M12345 (17/12/2022 - 17/12/2022), 7M12345 7T23456 (21/01/2023 - 21/01/2023), 7M12345 7T23456 (04/02/2023 - 04/02/2023)",0,26.0,Local à definir.,PPG0033,906
1,2022.1,Guilherme Martins Gelfuso,"7M12345 7T23456 (25/06/2022 - 25/06/2022), 7M12345 7T23456 (23/07/2022 - 23/07/2022), 7M12345 (20/08/2022 - 20/08/2022), 7M12345 7T23456 (10/12/2022 - 10/12/2022), 7M12345 (17/12/2022 - 17/12/2022), 7M12345 7T23456 (21/01/2023 - 21/01/2023), 7M12345 7T23456 (04/02/2023 - 04/02/2023)",0,26.0,Local à definir.,PPG0033,906
1,2022.1,Guilherme Martins Gelfuso,"7M12345 7T23456 (06/08/2022 - 06/08/2022), 7T23456 (20/08/2022 - 20/08/2022)",0,26.0,Local à definir.,PPG0034,906
1,2022.1,Maria De Fatima Borin,"7M12345 7T23456 (06/08/2022 - 06/08/2022), 7T23456 (20/08/2022 - 20/08/2022)",0,26.0,Local à definir.,PPG0034,906
1,2022.1,Marcilio Sergio Soares Da Cunha Filho,"7M12345 7T23456 (19/03/2022 - 19/03/2022), 7M12345 (26/03/2022 - 26/03/2022)",0,26.0,Local à definir.,PPG0035,906
1,2022.1,Perola De Oliveira Magalhaes Dias Batista,"7M12345 7T23456 (15/04/2023 - 15/04/2023), 7M12345 7T23456 (29/04/2023 - 29/04/2023), 7M12345 7T23456 (13/05/2023 - 13/05/2023)",0,26.0,Local à definir.,PPG0037,906
1,2022.1,Maria De Fatima Borin,"7M12345 7T23456 (15/04/2023 - 15/04/2023), 7M12345 7T23456 (29/04/2023 - 29/04/2023), 7M12345 7T23456 (13/05/2023 - 13/05/2023)",0,26.0,Local à definir.,PPG0037,906
1,2022.1,Damaris Silveira,"7M12345 7T23456 (15/04/2023 - 15/04/2023), 7M12345 7T23456 (29/04/2023 - 29/04/2023), 7M12345 7T23456 (13/05/2023 - 13/05/2023)",0,26.0,Local à definir.,PPG0037,906
1,2022.1,Tais Gratieri,"7M12345 7T23456 (19/02/2022 - 19/02/2022), 7M12345 7T23456 (30/04/2022 - 30/04/2022), 7M12345 7T23456 (08/10/2022 - 08/10/2022), 7M12345 7T23456 (29/10/2022 - 29/10/2022), 7T23456 (26/11/2022 - 26/11/2022)",0,26.0,Local à definir.,PPG0038,906
CF,2022.1,Rafael Santos Santana,4T456 (06/06/2022 - 24/09/2022),0,12.0,a definir,PPGCF0219,906
CF,2022.1,Noemia Urruth Leao Tavares,4T456 (06/06/2022 - 24/09/2022),0,12.0,a definir,PPGCF0219,906
SC,2022.1,Noemia Urruth Leao Tavares,4T456,0,8.0,,PPGCF0219,906
A,2022.1,Pedro Paulo Murce Menezes Cavalcante,2T2345,0,25.0,,PPGCF2293,906
6,2022.1,Guilherme Martins Gelfuso,6M1234 (06/06/2022 - 24/09/2022),0,1.0,A definir,PPGCF2748,906
ED,2022.1,Eloisa Dutra Caldas,3M12 5M12 6M12,1,1.0,,PPGCF2748,906
GM,2022.1,Guilherme Martins Gelfuso,4N1234,0,1.0,,PPGCF2748,906
RS,2022.1,Rafael Santos Santana,4M1234,0,2.0,,PPGCF2748,906
TA,2022.1,Tais Gratieri,6T1234,0,1.0,,PPGCF2748,906
TG,2022.1,Tais Gratieri,4T1234,0,2.0,,PPGCF2748,906
B,2022.1,Yanna Karla De Medeiros Nobrega,2M2345,0,6.0,,PPGCF2754,906
CF,2022.1,Yanna Karla De Medeiros Nobrega,2M2 4M2 6M2,0,10.0,,PPGCF2754,906
CF,2022.1,Maria De Fatima Borin,2M1 3M1 5M1 6M1,0,10.0,,PPGCF2898,906
A,2022.1,Henrique Marinho Leite Chaves,4M1234,0,10.0,,CPPGA0249,997
A,2022.1,Jose Roberto Rodrigues Pinto,2T23,0,0.0,,CPPGA0250,997
B,2022.1,Jonny Everson Scherwinski Pereira,5T23 (06/06/2022 - 24/09/2022),1,1.0,EFL/FT,CPPGA0250,997
A,2022.1,Rosana De Carvalho Cristo Martins,4T2345,0,10.0,a definir,CPPGA0251,997
A,2022.1,Fernando Paiva Scardua,4T2345,0,10.0,a definir,CPPGA0251,997
A,2022.1,Jose Roberto Rodrigues Pinto,2T2345,0,12.0,,CPPGA0252,997
A,2022.1,Ailton Teixeira Do Vale,6M1234,0,5.0,,PCMEC0093,997
A,2022.1,Claudio Henrique Soares Del Menezzi,6M1234,0,3.0,,PCMEC0095,997
A,2022.1,Rosana De Carvalho Cristo Martins,3M1234,0,10.0,,PPGBIOE0066,997
A,2022.1,Samuel De Padua Chaves E Carvalho,6M1234 (06/06/2022 - 24/09/2022),0,20.0,EFL/FT,PPGD0423,997
A,2022.1,Ricardo De Oliveira Gaspar,3T2345,0,10.0,,PPGEFL0070,997
A,2022.1,Alba Valeria Rezende,5M1234,0,5.0,,PPGEFL0071,997
A,2022.1,Alvaro Nogueira De Souza,4M12,0,50.0,,PPGEFL0373,997
1,2022.1,Rosana De Carvalho Cristo Martins,7M12 (16/05/2022 - 28/09/2022),1,1.0,EFL,PPGEFL0415,997
A,2022.1,Erika Buscardo,6T2345,0,5.0,,PPGEFL0418,997
A,2022.1,Anderson Marcos De Souza,5M1234,0,10.0,,PPGEFL0427,997
A,2022.1,Ildeu Soares Martins,3M1234,0,10.0,,PPGEFL1952,997
A,2022.1,Eraldo Aparecido Trondoli Matricardi,5T2345,0,15.0,,PPGEFL3554,997
A,2022.1,Erika Buscardo,3M34 (06/06/2022 - 24/09/2022),0,20.0,EFL/FT,PPGEFL4017,997
A,2022.1,Fabiana Piontekowski Ribeiro,3M34 (06/06/2022 - 24/09/2022),0,20.0,EFL/FT,PPGEFL4017,997
A,2022.1,Eder Pereira Miguel,4M1234,0,10.0,,PPGT0224,997
A,2022.1,Reuber Albuquerque Brandao,6T2345,0,8.0,,PPGZOO2657,997
A,2022.1,Carlos Alberto Gurgel Veras,2T2345,0,20.0,Auditório,PCMEC0073,904
A,2022.1,Sandra Maria Da Luz,2T23 2T45,0,20.0,,PCMEC0075,904
A,2022.1,Francisco Ricardo Da Cunha,3T45 3T67 3N12,0,10.0,,PCMEC0086,904
A,2022.1,Rafael Gabler Gontijo,2M34 4M34,0,20.0,,PCMEC0144,904
A,2022.1,Francisco Ricardo Da Cunha,6T45 6T67 6N12,0,5.0,,PCMEC0160,904
A,2022.1,Lucival Malcher,7M12,0,1.0,,PCMEC0180,904
B,2022.1,Taygoara Felamingo De Oliveira,7M12,0,1.0,,PCMEC0180,904
C,2022.1,Cosme Roberto Moreira Da Silva,7M12,0,1.0,,PCMEC0180,904
D,2022.1,Fabio Comes De Castro,7M12,0,1.0,,PCMEC0180,904
E,2022.1,Jose Alexander Araujo,7M12,0,1.0,,PCMEC0180,904
F,2022.1,Jorge Luiz De Almeida Ferreira,7M12,0,1.0,,PCMEC0180,904
G,2022.1,Alysson Martins Almeida Silva,7M12,0,1.0,,PCMEC0180,904
H,2022.1,Sandra Maria Da Luz,7M12,0,1.0,,PCMEC0180,904
3,2022.1,Taygoara Felamingo De Oliveira,7M12 (06/06/2022 - 24/09/2022),0,1.0,A designar,PCMEC0182,904
A,2022.1,Taygoara Felamingo De Oliveira,7M12,0,1.0,,PCMEC0182,904
B,2022.1,Jose Alexander Araujo,7M12,0,1.0,,PCMEC0182,904
A,2022.1,Taygoara Felamingo De Oliveira,4T23 6T23,0,20.0,,PCMEC0192,904
A,2022.1,Jose Alexander Araujo,6M12 6M34,0,2.0,,PCMEC0194,904
A,2022.1,Eder Lima De Albuquerque,4T23 6T23,0,20.0,,PCMEC2150,904
A,2022.1,Jorge Luiz De Almeida Ferreira,2M12 2M34,0,15.0,,PCMEC2151,904
A,2022.1,Lucival Malcher,3M34 5M34,0,20.0,,PCMEC2153,904
A,2022.1,Edgar Nobuo Mamiya,4T45 6T45,0,15.0,,PCMEC2155,904
A,2022.1,Fabio Comes De Castro,3T45 5T45,0,15.0,,PCMEC2170,904
A,2022.1,Edgar Amaral Silveira,5T23 5T45,0,20.0,,PCMEC3937,904
B,2022.1,Paulo Sergio Franca,5T2345,0,30.0,,PPGCF3951,845
CS,2022.1,Paulo Sergio Franca,5T2345,0,30.0,,PPGCF3951,845
A,2022.1,Raphael Boechat Barros,3T67 3N12,0,6.0,,PPGCM0022,845
A,2022.1,Selma Aparecida Souza Kuckelhaus,7M1234,0,5.0,,PPGCM0181,845
A,2022.1,Lorena Carneiro Albernaz,6M5 6T123 (06/06/2022 - 24/09/2022),0,40.0,Faculdade de Medicina - Plataforma teams,PPGCM0227,845
A,2022.1,Licia Maria Henrique Da Mota,6M5 6T123 (06/06/2022 - 24/09/2022),0,40.0,Faculdade de Medicina - Plataforma teams,PPGCM0227,845
A,2022.1,Laila Salmen Espindola,6M5 6T123 (06/06/2022 - 24/09/2022),0,40.0,Faculdade de Medicina - Plataforma teams,PPGCM0227,845
A,2022.1,Andrea Pedrosa Ribeiro Alves Oliveira,5T23456 5N1 (06/06/2022 - 24/09/2022),0,8.0,Hospital Universitário de brasília,PPGCM0244,845
A,2022.1,Joao Batista De Sousa,5T23456 5N1 (06/06/2022 - 24/09/2022),0,8.0,Hospital Universitário de brasília,PPGCM0244,845
A,2022.1,Flavia Zattar Piazera,7T456 7N1,0,15.0,Hospital Universitário de Brasília,PPGCM0413,845
A,2022.1,Maria Alice De Vilhena Toledo,7T456 7N1,0,15.0,Hospital Universitário de Brasília,PPGCM0413,845
B,2022.1,Flavia Zattar Piazera,4T4567 4N1,0,0.0,,PPGCM0413,845
C,2022.1,Flavia Zattar Piazera,5T4567 5N1,0,0.0,,PPGCM0413,845
D,2022.1,Flavia Zattar Piazera,6T4567 6N1,0,0.0,,PPGCM0413,845
A,2022.1,Neysa Aparecida Tinoco Regattieri,4T1234 (06/06/2022 - 24/09/2022),0,5.0,Hospital Universitário de brasília,PPGCM0418,845
B,2022.1,Neysa Aparecida Tinoco Regattieri,5T1234 (06/06/2022 - 24/09/2022),0,5.0,Hospital Universitário de brasília,PPGCM0418,845
F,2022.1,Felipe Von Glehn Silva,7M1234 (06/06/2022 - 24/09/2022),0,1.0,-,PPGCM0418,845
J,2022.1,Joao Batista De Sousa,3T2345,0,4.0,,PPGCM0418,845
O,2022.1,Otavio De Toledo Nobrega,7M1234,0,3.0,,PPGCM0418,845
R,2022.1,Jose Roberto De Souza De Almeida Leite,7T2345,2,2.0,,PPGCM0418,845
S,2022.1,Felipe Saldanha De Araujo,7M1234,0,1.0,,PPGCM0418,845
F,2022.1,Felipe Von Glehn Silva,7T2345 (06/06/2022 - 24/09/2022),0,1.0,-,PPGCM0419,845
L,2022.1,Laila Salmen Espindola,7M1234,0,1.0,,PPGCM0419,845
O,2022.1,Clayton Franco Moraes,7T2345,3,2.0,,PPGCM0419,845
R,2022.1,Jose Roberto Pimenta De Godoy,6T2345 (06/06/2022 - 24/09/2022),0,2.0,A definir,PPGCM0419,845
A,2022.1,Rivadavio Fernandes Batista De Amorim,4T2345,0,10.0,,PPGODT2506,845
A,2022.1,Paulo Goncalves De Oliveira,6M234,0,15.0,,PPGSA2842,845
A,2022.1,Joao Batista De Sousa,6M234,0,15.0,,PPGSA2842,845
A,2022.1,Marcio De Carvalho Victorino,7M1245,0,27.0,Módulo 14,PPCA0002,840
A,2022.1,Joao Gabriel De Moraes Souza,6T23456,0,0.0,,PPCA0003,840
A,2022.1,Marcelo Ladeira,7M1245,0,26.0,Módulo 14,PPCA0004,840
A,2022.1,Ana Carla Bittencourt Reis,6T2356,0,25.0,Módulo 14,PPCA0005,840
A,2022.1,Joao Mello Da Silva,6M12345,0,0.0,,PPCA0006,840
A,2022.1,George Marsicano Correa,6T2345,0,8.0,A definir,PPCA0013,840
A,2022.1,Carla Silva Rocha Aguiar,6M12345,0,8.0,A definir,PPCA0015,840
A,2022.1,Andre Luiz Peron Martins Lanna,7M1223,0,8.0,A definir,PPCA0016,840
A,2022.1,Sergio Antonio Andrade De Freitas,6M1234,0,8.0,A definir,PPCA0017,840
A,2022.1,Maristela Terto De Holanda,6M1234,0,13.0,Módulo 14,PPCA0025,840
A,2022.1,Thiago De Paulo Faleiros,6T2345,0,9.0,A definir,PPCA0027,840
A,2022.1,Gladston Luiz Da Silva,6T2345,0,9.0,A definir,PPCA0028,840
A,2022.1,Edison Ishikawa,6M1345,0,116.0,Módula 14,PPCA2211,840
A,2022.1,Fabiola Orlando Calazans Machado,4T2345 (06/06/2022 - 24/09/2022),0,30.0,a definir,PPGC0208,841
A,2022.1,Gabriela Pereira De Freitas,4T2345 (06/06/2022 - 24/09/2022),0,30.0,a definir,PPGC0208,841
B,2022.1,Fernando Oliveira Paulino,2T2345,0,30.0,,PPGC0208,841
2,2022.1,Fernanda Casagrande Martinelli Lima Granja Xavier Da Silva,3M13 (06/06/2022 - 24/09/2022),0,15.0,FAC,PPGC0215,841
A,2022.1,Eduardo Barreto Vianna Meditsch,5T23,0,25.0,,PPGC0221,841
A,2022.1,Fernando Oliveira Paulino,6T2345,0,3.0,,PPGC0341,841
B,2022.1,Fernanda Casagrande Martinelli Lima Granja Xavier Da Silva,5N1234,0,3.0,,PPGC0341,841
C,2022.1,Fabiola Orlando Calazans Machado,7M1234 (06/06/2022 - 24/09/2022),0,2.0,a definir,PPGC0341,841
E,2022.1,Claudia Guilmar Linhares Sanz,7M1234,0,3.0,,PPGC0341,841
A,2022.1,Susana Madeira Dobal Jordan,3T2345,0,25.0,,PPGC0373,841
A,2022.1,Joao Jose Azevedo Curvello,5T23,0,25.0,,PPGC0381,841
B,2022.1,Fabiola Orlando Calazans Machado,3T23 (06/06/2022 - 24/09/2022),0,30.0,a definir,PPGC0381,841
A,2022.1,Dione Oliveira Moura,5T2345,0,3.0,,PPG/FAC2256,841
B,2022.1,Fernando Oliveira Paulino,4T2345,0,3.0,,PPG/FAC2256,841
C,2022.1,Fernanda Casagrande Martinelli Lima Granja Xavier Da Silva,4N1234,0,3.0,,PPG/FAC2256,841
D,2022.1,Eduardo Barreto Vianna Meditsch,3M1234,0,3.0,,PPG/FAC2256,841
E,2022.1,Tiago Quiroga Fausto Neto,2M1234,0,3.0,,PPG/FAC2256,841
F,2022.1,Liliane Maria Macedo Machado,2M34 4M34,0,4.0,,PPG/FAC2256,841
G,2022.1,Claudia Guilmar Linhares Sanz,7M1234,1,3.0,,PPG/FAC2256,841
A,2022.1,Gustavo De Castro Da Silva,2T2345,0,15.0,,PPG/FAC2257,841
A,2022.1,Dione Oliveira Moura,3T2345,0,5.0,,PPG/FAC3901,841
B,2022.1,Gabriela Pereira De Freitas,7M1234,0,1.0,,PPG/FAC3901,841
C,2022.1,Tiago Quiroga Fausto Neto,6M1234,0,5.0,,PPG/FAC3901,841
D,2022.1,Joao Jose Azevedo Curvello,2N1234,0,4.0,,PPG/FAC3901,841
A,2022.1,Leides Barroso De Azevedo Moura,4M12,0,2.0,,PPGDSCI0076,929
B,2022.1,Marilia Miranda Forte Gomes,6M12 (06/06/2022 - 24/09/2022),0,2.0,-,PPGDSCI0076,929
C,2022.1,Ana Maria Nogales Vasconcelos,6M12,0,1.0,,PPGDSCI0076,929
D,2022.1,Umberto Euzebio,3M5 3T1,0,2.0,,PPGDSCI0076,929
E,2022.1,Jose Walter Nunes,6T23,2,3.0,,PPGDSCI0076,929
F,2022.1,Joaquim Jose Soares Neto,2T45,0,1.0,,PPGDSCI0076,929
G,2022.1,Luiz Fernando Macedo Bessa,6M12,0,2.0,,PPGDSCI0076,929
A,2022.1,Marilia Miranda Forte Gomes,7M1234 (06/06/2022 - 24/09/2022),0,1.0,-,PPGDSCI0088,929
A,2022.1,Joaquim Jose Soares Neto,2M34,0,15.0,,PPGDSCI0094,929
A,2022.1,Juliana De Freitas Dias,2N123,0,1.0,,PPGDSCI0208,929
A,2022.1,Ana Paula Antunes Martins,5T34 (06/06/2022 - 24/09/2022),0,20.0,"Pavilhão Multiuso 1, Bloco C",PPGDSCI0227,929
A,2022.1,Manuel Carlos Ferreira Da Silva,5T34 (06/06/2022 - 24/09/2022),0,20.0,"Pavilhão Multiuso 1, Bloco C",PPGDSCI0227,929
A,2022.1,Luiz Fernando Macedo Bessa,5M23,0,20.0,,PPGDSCI0228,929
A,2022.1,Manuel Carlos Ferreira Da Silva,5M23,0,20.0,,PPGDSCI0228,929
A,2022.1,Rodrigo Pires De Campos,5T23 (06/06/2022 - 24/09/2022),0,13.0,PPG,PPGDSCI2340,929
A,2022.1,Leides Barroso De Azevedo Moura,4T23,0,1.0,,PPGDSCI3037,929
B,2022.1,Selma Alves Pantoja,2T23,1,8.0,,PPGDSCI3037,929
C,2022.1,Joaquim Jose Soares Neto,2T23,0,2.0,,PPGDSCI3037,929
D,2022.1,Magda De Lima Lucio,5T23,0,1.0,,PPGDSCI3037,929
A,2022.1,Leides Barroso De Azevedo Moura,6M1234,0,1.0,,PPGDSCI3038,929
B,2022.1,Luiz Fernando Macedo Bessa,5N1234,0,1.0,,PPGDSCI3038,929
A,2022.1,Marilia Miranda Forte Gomes,3T2345 (06/06/2022 - 24/09/2022),0,12.0,-,PPGDSCI3669,929
A,2022.1,Saulo Rodrigues Pereira Filho,2T2345,0,10.0,,PPGCDS0103,1487
B,2022.1,Stephanie Caroline Nasuti,2T2345,0,10.0,,PPGCDS0103,1487
A,2022.1,Jose Luiz De Andrade Franco,7M1234,0,20.0,,PPGCDS0132,1487
A,2022.1,Frederic Adelin Georges Mertens,6T23456,0,5.0,,PPGCDS0303,1487
A,2022.1,Mauro Guilherme Maidana Cappellaro,7M1234 (06/06/2022 - 24/09/2022),0,20.0,PPG,PPGCDS2401,1487
A,2022.1,Doris Aleida Villamizar Sayago,5M1234,0,12.0,,PPGCDS2510,1487
B,2022.1,Cristiane Gomes Barreto,5M1234,0,12.0,,PPGCDS2510,1487
A,2022.1,Carlos Jose Sousa Passos,3T2345,0,10.0,,PPGCDS3501,1487
B,2022.1,Gustavo Macedo De Mello Baptista,3T2345,0,10.0,,PPGCDS3501,1487
C,2022.1,Mauricio De Carvalho Amazonas,3T2345,0,10.0,,PPGCDS3501,1487
A,2022.1,Jose Luiz De Andrade Franco,3M1234,0,15.0,,PPGCDS3870,1487
A,2022.1,Carlos Hiroo Saito,6M1234,0,12.0,,PPGCDS3966,1487
A,2022.1,Breno Tenório Ramalho De Abreu,3M1234 (06/06/2022 - 24/09/2022),0,12.0,Departamento de Design,PPGDSGN0031,875
A,2022.1,Daniela Favaro Garrossini,3M1234 (06/06/2022 - 24/09/2022),0,12.0,Departamento de Design,PPGDSGN0031,875
A,2022.1,Virginia Tiradentes Souto,5M12 (06/06/2022 - 24/09/2022),0,1.0,Departamento de Design - UnB,PPGDSGN0044,875
B,2022.1,Nelson Fernando Inocencio Da Silva,6N11 (06/06/2022 - 24/09/2022),0,1.0,PPG,PPGDSGN0044,875
A,2022.1,Virginia Tiradentes Souto,6M1234 (06/06/2022 - 24/09/2022),0,1.0,Departamento de Design - UnB,PPGDSGN0052,875
B,2022.1,Celia Kinuko Matsunaga Higawa,2M1234 (06/06/2022 - 24/09/2022),0,1.0,Departamento de Design - UnB,PPGDSGN0052,875
A,2022.1,Dianne Magalhaes Viana,6M12 (06/06/2022 - 24/09/2022),0,7.0,ULEG/FT,PPGDSGN0324,875
A,2022.1,Ana Claudia Maynardes,6M12 (06/06/2022 - 24/09/2022),0,7.0,ULEG/FT,PPGDSGN0324,875
A,2022.1,Tarcisio Vieira De Carvalho Neto,3M2345,0,20.0,,PPGD0159,914
A,2022.1,Airton Lisle Cerqueira Leite Seelaender,3N1234,0,20.0,,PPGD0446,914
A,2022.1,George Rodrigo Bandeira Galindo,5M1234 (06/06/2022 - 24/09/2022),0,30.0,Faculdade de Direito,PPGD0457,914
A,2022.1,Evandro Charles Piza Duarte,4T2345,1,30.0,,PPGD0467,914
A,2022.1,Alexandre Bernardino Costa,5N1234 (06/06/2022 - 24/09/2022),0,40.0,A definir,PPGD0477,914
B,2022.1,Loussia Penha Musse Felix,3T2345,0,0.0,,PPGD0477,914
A,2022.1,Luis Roberto Cardoso De Oliveira,6M1123 (06/06/2022 - 24/09/2022),0,18.0,A definir,PPGD0483,914
A,2022.1,Gabriela Neves Delgado,2M345 2T1,0,30.0,,PPGD0491,914
2,2022.1,Joao Costa Ribeiro Neto,2T2345,0,10.0,FD A1 04,PPGD0498,914
3,2022.1,Loussia Penha Musse Felix,6N12 (06/06/2022 - 24/09/2022),29,30.0,Faculdade de Direito,PPGD0502,914
A,2022.1,Alexandre Bernardino Costa,4N123,1,20.0,,PPGD0502,914
B,2022.1,Loussia Penha Musse Felix,7T23,0,5.0,Faculdade de Direito,PPGD0502,914
A,2022.1,Marcelo Da Costa Pinto Neves,3M1234,0,30.0,,PPGD0505,914
A,2022.1,Ela Wiecko Volkmer De Castilho,3T23,0,20.0,,PPGD0511,914
A,2022.1,Amanda Flavio De Oliveira,6M1234,0,36.0,FD A1 04,PPGD2306,914
A,2022.1,Alexandre Bernardino Costa,6N1234,15,35.0,A definir,PPGD2309,914
B,2022.1,Antonio Sergio Escrivao Filho,3M1234 (06/06/2022 - 24/09/2022),0,30.0,Faculdade de Direito,PPGD2309,914
C,2022.1,Gabriela Garcia Batista Lima Moraes,2M2345 (06/06/2022 - 24/09/2022),0,30.0,Faculdade de Direito,PPGD2309,914
D,2022.1,Rebecca Forattini Lemos Igreja,6N1234,0,33.0,FD A1 04,PPGD2309,914
D,2022.1,Talita Tatiana Dias Rampin,6N1234,0,33.0,FD A1 04,PPGD2309,914
